Stock Code,Company Name,Previous,Open Price,High,Low,Close,Change,Volume,Value,Frequency,Foreign Buy,Foreign Sell
ARCI,Archi Indonesia Tbk.,1330.0,1330.0,1345.0,1305.0,1340.0,10.0,25703200.0,34148943000.0,7928.0,6411200.0,4870700.0
AREA,Dunia Virtual Online Tbk.,314.0,0.0,360.0,306.0,328.0,14.0,11270800.0,3786176000.0,2339.0,648800.0,452400.0
ARGO,Argo Pantes Tbk,1150.0,1155.0,1165.0,1155.0,1155.0,5.0,110500.0,128382000.0,82.0,0.0,0.0
ARII,Atlas Resources Tbk.,304.0,304.0,304.0,290.0,296.0,-8.0,177100.0,52205800.0,89.0,0.0,17300.0
ARKA,Arkha Jayanti Persada Tbk.,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
ARKO,Arkora Hydro Tbk.,3970.0,3870.0,4070.0,3780.0,3950.0,-20.0,5881300.0,22861767000.0,3068.0,2198900.0,1648900.0
ARMY,Armidian Karyatama Tbk.,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
ARNA,Arwana Citramulia Tbk.,510.0,505.0,515.0,500.0,510.0,0.0,2351500.0,1195775000.0,522.0,1280000.0,937000.0
ARTA,Arthavest Tbk,2230.0,0.0,2390.0,2170.0,2340.0,110.0,30800.0,69753000.0,58.0,3300.0,10000.0
ARTI,Ratu Prabu Energi Tbk,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTO,Bank Jago Tbk.,910.0,910.0,955.0,910.0,945.0,35.0,13014200.0,12250768500.0,2829.0,6509300.0,2888100.0
ASBI,Asuransi Bintang Tbk.,400.0,0.0,406.0,396.0,400.0,0.0,29700.0,11912000.0,28.0,0.0,0.0
ASDM,Asuransi Dayin Mitra Tbk.,520.0,0.0,520.0,515.0,515.0,-5.0,5200.0,2688000.0,9.0,0.0,0.0
ASGR,Astra Graphia Tbk.,2090.0,2090.0,2160.0,2080.0,2160.0,70.0,1164300.0,2465937000.0,1059.0,375400.0,94700.0
ASHA,Cilacap Samudera Fishing Industry Tbk.,56.0,56.0,57.0,54.0,55.0,-1.0,56367000.0,3136121000.0,17618.0,155200.0,17054800.0
ASII,Astra International Tbk.,4850.0,4870.0,4920.0,4860.0,4900.0,50.0,20770400.0,101596267000.0,6217.0,17065500.0,16503400.0
ASJT,Asuransi Jasa Tania Tbk.,162.0,0.0,165.0,161.0,161.0,-1.0,304100.0,49222100.0,64.0,0.0,0.0
ASLC,Autopedia Sukses Lestari Tbk.,66.0,66.0,67.0,64.0,65.0,-1.0,5983200.0,390221300.0,349.0,9100.0,19200.0
ASLI,Asri Karya Lestari Tbk.,360.0,360.0,450.0,356.0,390.0,30.0,336695400.0,140661695400.0,26884.0,74521600.0,21930800.0
ASMI,Asuransi Maximus Graha Persada Tbk.,15.0,0.0,15.0,14.0,15.0,0.0,5931500.0,87900900.0,163.0,0.0,0.0
ASPI,Andalan Sakti Primaindo Tbk.,510.0,540.0,635.0,510.0,635.0,125.0,8755100.0,5228632500.0,1916.0,135300.0,126200.0
ASPR,Asia Pramulia Tbk.,149.0,146.0,149.0,140.0,143.0,-6.0,25943800.0,3700087100.0,3016.0,8546200.0,17474800.0
ASRI,Alam Sutera Realty Tbk.,126.0,126.0,126.0,124.0,125.0,-1.0,2522900.0,316058000.0,312.0,52900.0,282300.0
ASRM,Asuransi Ramayana Tbk.,290.0,0.0,290.0,286.0,286.0,-4.0,11700.0,3373200.0,21.0,0.0,0.0
ASSA,Adi Sarana Armada Tbk.,600.0,605.0,615.0,590.0,605.0,5.0,6841100.0,4115679500.0,957.0,1948400.0,3893100.0
ATAP,Trimitra Prawara Goldland Tbk.,565.0,0.0,610.0,560.0,570.0,5.0,1680900.0,964925500.0,350.0,219800.0,165900.0
ATIC,Anabatic Technologies Tbk.,462.0,0.0,460.0,454.0,458.0,-4.0,28700.0,13099400.0,16.0,0.0,10700.0
ATLA,Atlantis Subsea Indonesia Tbk.,50.0,50.0,50.0,50.0,50.0,0.0,262700.0,13135000.0,38.0,100.0,0.0
AUTO,Astra Otoparts Tbk.,3330.0,3330.0,3350.0,3310.0,3320.0,-10.0,2402500.0,8008061000.0,1049.0,992500.0,807000.0
AVIA,Avia Avian Tbk.,340.0,340.0,344.0,334.0,342.0,2.0,8866200.0,3026521200.0,1098.0,4002600.0,6354400.0
AWAN,Era Digital Media Tbk.,162.0,0.0,164.0,160.0,162.0,0.0,97000.0,15765200.0,52.0,0.0,0.0
AXIO,Tera Data Indonusa Tbk.,115.0,115.0,116.0,113.0,115.0,0.0,575300.0,65867300.0,128.0,0.0,0.0
AYAM,Janu Putra Sejahtera Tbk.,515.0,510.0,515.0,492.0,505.0,-10.0,13390700.0,6722779600.0,1216.0,2299800.0,2896700.0
AYLS,Arkayana Lestari Grup Tbk.,147.0,173.0,198.0,166.0,198.0,51.0,103916500.0,19306413000.0,14550.0,175300.0,274000.0
BABP,Bank MNC Internasional Tbk.,50.0,50.0,50.0,50.0,50.0,0.0,8000.0,400000.0,17.0,0.0,0.0
BABY,Multitrend Indo Tbk.,202.0,200.0,208.0,199.0,202.0,0.0,550800.0,110758000.0,246.0,31700.0,50000.0
BACA,Bank Capital Indonesia Tbk.,116.0,116.0,121.0,116.0,117.0,1.0,4153600.0,490501600.0,3322.0,29900.0,284400.0
BACH,Bach Multi Global Tbk.,414.0,414.0,422.0,402.0,406.0,-8.0,17160500.0,7009312400.0,3307.0,5239300.0,1587500.0
BAIK,Bersama Mencapai Puncak Tbk.,232.0,232.0,250.0,230.0,240.0,8.0,9239900.0,2204275000.0,1528.0,2539200.0,1524000.0
BAJA,Saranacentral Bajatama Tbk.,276.0,276.0,280.0,274.0,280.0,4.0,2347400.0,651709000.0,583.0,652400.0,33200.0
BALI,Bali Towerindo Sentra Tbk.,1295.0,0.0,1310.0,1260.0,1310.0,15.0,3700.0,4736000.0,18.0,600.0,0.0
BANK,Bank Aladin Syariah Tbk.,260.0,260.0,260.0,254.0,260.0,0.0,2636000.0,678539000.0,385.0,31400.0,984400.0
BAPA,Bekasi Asri Pemula Tbk.,126.0,125.0,128.0,124.0,128.0,2.0,4438200.0,559254700.0,800.0,229300.0,510600.0
BAPI,Bhakti Agung Propertindo Tbk.,22.0,0.0,22.0,20.0,20.0,-2.0,11453800.0,236739600.0,255.0,0.0,0.0
BATA,Sepatu Bata Tbk.,59.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
BATR,Benteng Api Technic Tbk.,90.0,91.0,94.0,90.0,93.0,3.0,533900.0,49200800.0,112.0,1400.0,191800.0
BAUT,Mitra Angkasa Sejahtera Tbk.,40.0,0.0,42.0,41.0,41.0,1.0,8977600.0,373585600.0,155.0,0.0,0.0
BAYU,Bayu Buana Tbk,1335.0,1315.0,1340.0,1315.0,1335.0,0.0,36400.0,48205500.0,30.0,8800.0,3800.0
BBCA,Bank Central Asia Tbk.,6325.0,6400.0,6400.0,6325.0,6350.0,25.0,61812000.0,393453237500.0,15297.0,41136500.0,45015200.0
BBHI,Allo Bank Indonesia Tbk.,900.0,900.0,905.0,895.0,900.0,0.0,12032900.0,10829607000.0,654.0,99900.0,56100.0
BBKP,Bank KB Indonesia Tbk.,50.0,50.0,51.0,50.0,51.0,1.0,59285100.0,2994610600.0,914.0,8683000.0,9155400.0
BBLD,Buana Finance Tbk.,670.0,0.0,695.0,660.0,670.0,0.0,91000.0,61344000.0,20.0,0.0,0.0
BBMD,Bank Mestika Dharma Tbk.,1995.0,0.0,0.0,0.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
BBNI,Bank Negara Indonesia (Persero) Tbk.,3730.0,3740.0,3770.0,3720.0,3740.0,10.0,24338700.0,90985789000.0,5216.0,8963800.0,15453500.0
BBRI,Bank Rakyat Indonesia (Persero) Tbk.,3330.0,3350.0,3360.0,3320.0,3330.0,0.0,132493900.0,442293086000.0,19139.0,85615300.0,85094700.0
BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,119.0,120.0,122.0,118.0,119.0,0.0,2056300.0,244808500.0,307.0,2000.0,319700.0
BBSI,Krom Bank Indonesia Tbk.,4520.0,0.0,0.0,0.0,4520.0,0.0,0.0,0.0,0.0,0.0,0.0
BBSS,Bumi Benowo Sukses Sejahtera Tbk.,86.0,87.0,96.0,79.0,80.0,-6.0,140845500.0,12337340700.0,3891.0,2234200.0,3977000.0
BBTN,Bank Tabungan Negara (Persero) Tbk.,1170.0,1175.0,1185.0,1165.0,1170.0,0.0,11396600.0,13351778500.0,1997.0,3070500.0,2556300.0
BBYB,Bank Neo Commerce Tbk.,242.0,242.0,248.0,242.0,244.0,2.0,29197800.0,7131763600.0,1586.0,6306600.0,8094600.0
BCAP,MNC Kapital Indonesia Tbk.,50.0,50.0,50.0,50.0,50.0,0.0,116600.0,5830000.0,17.0,0.0,0.0
BCIC,Bank JTrust Indonesia Tbk.,138.0,138.0,139.0,134.0,134.0,-4.0,526400.0,71622400.0,254.0,0.0,1900.0
BCIP,Bumi Citra Permai Tbk.,62.0,62.0,63.0,61.0,62.0,0.0,4392900.0,268989800.0,307.0,13700.0,28300.0
BDKR,Berdikari Pondasi Perkasa Tbk.,160.0,160.0,164.0,158.0,164.0,4.0,20980200.0,3380006100.0,2317.0,3730600.0,2482600.0
BDMN,Bank Danamon Indonesia Tbk.,4420.0,4420.0,4470.0,4370.0,4440.0,20.0,1594000.0,7055345000.0,716.0,291200.0,648400.0
BEBS,Berkah Beton Sadaya Tbk.,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
BEEF,Estika Tata Tiara Tbk.,418.0,418.0,438.0,408.0,420.0,2.0,4307000.0,1829421600.0,799.0,1173300.0,1405500.0
BEER,Jobubu Jarum Minahasa Tbk.,77.0,78.0,78.0,76.0,76.0,-1.0,8085400.0,620138400.0,708.0,739700.0,312200.0
BEKS,Bank Pembangunan Daerah Banten Tbk.,23.0,0.0,23.0,22.0,23.0,0.0,6538600.0,149046400.0,179.0,0.0,0.0
BELI,Global Digital Niaga Tbk.,286.0,0.0,302.0,268.0,286.0,0.0,2164000.0,610867000.0,644.0,249000.0,248900.0
BELL,Trisula Textile Industries Tbk.,107.0,108.0,108.0,102.0,107.0,0.0,12252800.0,1287668500.0,1393.0,1260700.0,1529900.0
BESS,Batulicin Nusantara Maritim Tbk.,920.0,885.0,925.0,885.0,895.0,-25.0,36800.0,32984000.0,48.0,0.0,800.0
BEST,Bekasi Fajar Industrial Estate Tbk.,121.0,122.0,127.0,119.0,126.0,5.0,26912400.0,3335264600.0,1244.0,6749900.0,6218800.0
BFIN,BFI Finance  Indonesia Tbk.,980.0,980.0,990.0,970.0,985.0,5.0,8376000.0,8225675000.0,1036.0,2614000.0,3045600.0
BGTG,Bank Ganesha Tbk.,120.0,118.0,121.0,117.0,118.0,-2.0,3958000.0,468706400.0,348.0,291200.0,579700.0
BHAT,Bhakti Multi Artha Tbk.,1770.0,0.0,0.0,0.0,1770.0,0.0,0.0,0.0,0.0,0.0,0.0
BHIT,MNC Asia Holding Tbk.,25.0,0.0,25.0,25.0,25.0,0.0,4918300.0,122957500.0,140.0,0.0,0.0
BIKA,Binakarya Jaya Abadi Tbk.,55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
BIKE,Bhineka Inovasi Ketahanan Energi Tbk.,940.0,0.0,1030.0,990.0,1030.0,90.0,426100.0,428539500.0,119.0,0.0,0.0
BIMA,Primarindo Asia Infrastructure Tbk.,82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
BINA,Bank Ina Perdana Tbk.,4080.0,0.0,4090.0,4030.0,4080.0,0.0,293700.0,1191245000.0,106.0,900.0,9300.0
BINO,Perma Plasindo Tbk.,116.0,117.0,120.0,114.0,116.0,0.0,251800.0,29014700.0,59.0,0.0,0.0
BIPI,Astrindo Nusantara Infrastruktur Tbk.,138.0,136.0,141.0,136.0,139.0,1.0,279867800.0,38579092000.0,9887.0,54294000.0,46221500.0
BIPP,Bhuwanatala Indah Permai Tbk.,69.0,69.0,71.0,68.0,69.0,0.0,22578500.0,1572121100.0,1456.0,2088200.0,46400.0
BIRD,Blue Bird Tbk.,1600.0,1600.0,1610.0,1600.0,1610.0,10.0,1038500.0,1663961500.0,704.0,598700.0,326800.0
BISI,BISI International Tbk.,720.0,725.0,740.0,715.0,730.0,10.0,327500.0,238691500.0,183.0,25900.0,69000.0
BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk.,790.0,790.0,795.0,790.0,795.0,5.0,1022100.0,810060500.0,309.0,3900.0,37400.0
BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,520.0,520.0,525.0,520.0,520.0,0.0,1972900.0,1029732500.0,526.0,251900.0,12600.0
BKDP,Bukit Darmo Property Tbk,178.0,190.0,196.0,171.0,176.0,-2.0,20191800.0,3670956100.0,2741.0,741100.0,5350400.0
BKSL,Sentul City Tbk.,68.0,68.0,70.0,67.0,68.0,0.0,76219600.0,5199358900.0,2338.0,5506500.0,6692500.0
BKSW,Bank QNB Indonesia Tbk.,54.0,53.0,53.0,51.0,51.0,-3.0,24368400.0,1247364700.0,661.0,0.0,61800.0
BLES,Superior Prima Sukses Tbk.,197.0,197.0,199.0,192.0,195.0,-2.0,12416500.0,2432287100.0,798.0,2266700.0,797300.0
BLOG,Trimitra Trans Persada Tbk.,362.0,362.0,366.0,360.0,364.0,2.0,75800.0,27436600.0,89.0,0.0,0.0
BLTA,Berlian Laju Tanker Tbk,32.0,0.0,32.0,32.0,32.0,0.0,4565800.0,146105600.0,105.0,0.0,0.0
BLTZ,Graha Layar Prima Tbk.,2000.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUE,Berkah Prima Perkasa Tbk.,2990.0,0.0,3030.0,2950.0,3020.0,30.0,103600.0,308493000.0,84.0,5100.0,59700.0
BMAS,Bank Kasikorn Indonesia Tbk.,515.0,515.0,520.0,500.0,510.0,-5.0,423200.0,214565500.0,136.0,0.0,0.0
BMBL,Lavender Bina Cendikia Tbk.,31.0,0.0,31.0,29.0,30.0,-1.0,20997400.0,626413500.0,537.0,35000.0,10000.0
BMHS,Bundamedik Tbk.,199.0,200.0,202.0,198.0,198.0,-1.0,1252200.0,248959200.0,129.0,1700.0,400.0
BMRI,Bank Mandiri (Persero) Tbk.,4260.0,4340.0,4350.0,4300.0,4350.0,90.0,110580900.0,478987829000.0,17362.0,95983200.0,47871700.0
BMSR,Bintang Mitra Semestaraya Tbk,370.0,380.0,380.0,354.0,362.0,-8.0,280900.0,101031600.0,127.0,16300.0,12700.0
BMTR,Global Mediacom Tbk.,114.0,115.0,116.0,114.0,116.0,2.0,31702700.0,3650331000.0,2385.0,16202800.0,17344600.0
BNBA,Bank Bumi Arta Tbk.,800.0,810.0,820.0,800.0,820.0,20.0,200700.0,163958000.0,110.0,1900.0,16100.0
BNBR,Bakrie & Brothers Tbk,90.0,89.0,92.0,86.0,90.0,0.0,777340900.0,69104806800.0,21580.0,101442300.0,70983600.0
BNGA,Bank CIMB Niaga Tbk.,1735.0,1735.0,1745.0,1730.0,1735.0,0.0,3240300.0,5632157000.0,698.0,1572600.0,702400.0
BNII,Bank Maybank Indonesia Tbk.,191.0,192.0,194.0,190.0,194.0,3.0,2983900.0,571574700.0,248.0,115800.0,2506300.0
BNLI,Bank Permata Tbk.,2100.0,2100.0,2170.0,2030.0,2070.0,-30.0,131900.0,276903000.0,107.0,0.0,28000.0
BOAT,Newport Marine Services Tbk.,138.0,138.0,141.0,136.0,138.0,0.0,1585100.0,218672000.0,270.0,314300.0,16900.0
BOBA,Formosa Ingredient Factory Tbk.,204.0,204.0,210.0,204.0,206.0,2.0,221400.0,45701000.0,179.0,1000.0,3100.0
BOGA,Apollo Global Interactive Tbk.,1560.0,0.0,1645.0,1550.0,1565.0,5.0,12900.0,20090500.0,26.0,0.0,0.0
BOLA,Bali Bintang Sejahtera Tbk.,175.0,171.0,178.0,168.0,176.0,1.0,1825500.0,312997100.0,222.0,22700.0,4500.0
BOLT,Garuda Metalindo Tbk.,805.0,805.0,825.0,805.0,820.0,15.0,61200.0,50026500.0,72.0,100.0,0.0
BOSS,Borneo Olah Sarana Sukses Tbk.,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
BPFI,Woori Finance Indonesia Tbk.,252.0,252.0,254.0,240.0,248.0,-4.0,67200.0,16425600.0,47.0,6100.0,0.0
BPII,Batavia Prosperindo Internasional Tbk.,474.0,0.0,472.0,434.0,460.0,-14.0,123300.0,55805600.0,98.0,43300.0,3800.0
BPTR,Batavia Prosperindo Trans Tbk.,75.0,75.0,76.0,74.0,74.0,-1.0,1425600.0,105988100.0,1032.0,1800.0,151800.0
BRAM,Indo Kordsa Tbk.,4590.0,0.0,4700.0,4570.0,4700.0,110.0,1300.0,6028000.0,11.0,100.0,0.0
BREN,Barito Renewables Energy Tbk.,3090.0,3090.0,3130.0,3050.0,3080.0,-10.0,6475500.0,19962650000.0,3136.0,1819100.0,1176200.0
BRIS,Bank Syariah Indonesia (Persero) Tbk.,1665.0,1660.0,1690.0,1640.0,1645.0,-20.0,31473900.0,52112461000.0,13459.0,387400.0,5614900.0
BRMS,Bumi Resources Minerals Tbk.,730.0,730.0,740.0,715.0,735.0,5.0,242175500.0,176400074500.0,18726.0,95850000.0,96546700.0
BRNA,Berlina Tbk.,660.0,670.0,690.0,660.0,670.0,10.0,715400.0,480187000.0,377.0,0.0,0.0
BRPT,Barito Pacific Tbk.,1600.0,1605.0,1670.0,1600.0,1610.0,10.0,60726100.0,98832433500.0,11274.0,16723400.0,23181500.0
BRRC,Raja Roti Cemerlang Tbk.,72.0,72.0,73.0,70.0,71.0,-1.0,7781600.0,554331800.0,563.0,279300.0,245000.0
BSBK,Wulandari Bangun Laksana Tbk.,50.0,50.0,50.0,50.0,50.0,0.0,335500.0,16775000.0,55.0,0.0,0.0
BSDE,Bumi Serpong Damai Tbk.,635.0,635.0,650.0,630.0,640.0,5.0,6867500.0,4398040000.0,935.0,955900.0,1417000.0
BSIM,Bank Sinarmas Tbk.,1030.0,1030.0,1085.0,1000.0,1040.0,10.0,133200.0,137706500.0,162.0,2800.0,2900.0
BSML,Bintang Samudera Mandiri Lines Tbk.,550.0,545.0,550.0,540.0,550.0,0.0,15182400.0,8272311000.0,470.0,1861100.0,435200.0
BSSR,Baramulti Suksessarana Tbk.,4880.0,4880.0,4960.0,4870.0,4960.0,80.0,1316600.0,6497750000.0,980.0,742600.0,100700.0
BSWD,Bank Of India Indonesia Tbk.,1500.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0
BTEK,Bumi Teknokultura Unggul Tbk,11.0,0.0,12.0,11.0,12.0,1.0,102656200.0,1182705900.0,769.0,0.0,0.0
BTEL,Bakrie Telecom Tbk.,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
BTON,Betonjaya Manunggal Tbk.,384.0,388.0,388.0,370.0,378.0,-6.0,66200.0,25368600.0,53.0,1700.0,0.0
BTPN,Bank SMBC Indonesia Tbk.,2350.0,0.0,2360.0,2300.0,2350.0,0.0,6500.0,15107000.0,28.0,0.0,900.0
BTPS,Bank BTPN Syariah Tbk.,1030.0,1030.0,1040.0,1025.0,1035.0,5.0,1641700.0,1693769000.0,560.0,618600.0,97300.0
BUAH,Segar Kumala Indonesia Tbk.,492.0,0.0,500.0,486.0,500.0,8.0,336000.0,166384200.0,109.0,0.0,23900.0
BUDI,Budi Starch & Sweetener Tbk.,226.0,230.0,230.0,222.0,226.0,0.0,211100.0,47709400.0,94.0,8200.0,19600.0
BUKA,Bukalapak.com Tbk.,103.0,103.0,107.0,102.0,105.0,2.0,74231700.0,7749473400.0,1375.0,38487500.0,42895400.0
BUKK,Bukaka Teknik Utama Tbk.,985.0,0.0,1095.0,985.0,1035.0,50.0,445700.0,459572000.0,305.0,33100.0,0.0
BULL,Buana Lintas Lautan Tbk.,406.0,406.0,418.0,382.0,390.0,-16.0,567201100.0,224938006400.0,29901.0,61798200.0,100802400.0
BUMI,Bumi Resources Tbk.,202.0,202.0,206.0,196.0,202.0,0.0,3095820100.0,619864706400.0,47947.0,665782000.0,732771500.0
