Stock Code,Company Name,Previous,Open Price,High,Low,Close,Change,Volume,Value,Frequency,Foreign Buy,Foreign Sell
AKKU,Anugerah Kagum Karya Utama Tbk.,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
AKPI,Argha Karya Prima Industry Tbk.,550.0,550.0,560.0,545.0,550.0,0.0,196700.0,108358000.0,83.0,17800.0,35200.0
AKRA,AKR Corporindo Tbk.,1490.0,1515.0,1515.0,1475.0,1475.0,-15.0,6541100.0,9703245000.0,2442.0,1305900.0,4593600.0
AKSI,Mineral Sumberdaya Mandiri Tbk.,356.0,374.0,384.0,354.0,370.0,14.0,1541000.0,571085800.0,708.0,168000.0,62800.0
ALDO,Alkindo Naratama Tbk.,945.0,945.0,990.0,930.0,960.0,15.0,73100.0,69623000.0,86.0,6000.0,3200.0
ALII,Ancara Logistics Indonesia Tbk.,765.0,765.0,765.0,725.0,725.0,-40.0,1144300.0,852582500.0,284.0,4500.0,576700.0
ALKA,Alakasa Industrindo Tbk,7400.0,0.0,0.0,0.0,7400.0,0.0,0.0,0.0,0.0,0.0,0.0
ALMI,Alumindo Light Metal Industry Tbk.,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTO,Tri Banyan Tirta Tbk.,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
AMAG,Asuransi Multi Artha Guna Tbk.,388.0,390.0,390.0,384.0,388.0,0.0,76300.0,29479200.0,41.0,35900.0,100.0
AMAN,Makmur Berkah Amanda Tbk.,226.0,224.0,228.0,220.0,222.0,-4.0,345100.0,77048800.0,81.0,600.0,18000.0
AMAR,Bank Amar Indonesia Tbk.,232.0,230.0,234.0,230.0,234.0,2.0,312000.0,72723200.0,70.0,0.0,47000.0
AMFG,Asahimas Flat Glass Tbk.,3310.0,0.0,3280.0,3210.0,3250.0,-60.0,21000.0,67934000.0,41.0,400.0,5100.0
AMIN,Ateliers Mecaniques D Indonesie Tbk.,240.0,242.0,254.0,240.0,246.0,6.0,175100.0,43114400.0,189.0,8800.0,6800.0
AMMN,Amman Mineral Internasional Tbk.,5050.0,5075.0,5275.0,5050.0,5150.0,100.0,101755700.0,527006237500.0,30382.0,47748200.0,52619300.0
AMMS,Agung Menjangan Mas Tbk.,218.0,0.0,220.0,200.0,206.0,-12.0,394400.0,81287800.0,149.0,0.0,0.0
AMOR,Ashmore Asset Management Indonesia Tbk.,370.0,370.0,372.0,366.0,370.0,0.0,120400.0,44522400.0,79.0,200.0,34900.0
AMRT,Sumber Alfaria Trijaya Tbk.,1300.0,1300.0,1315.0,1295.0,1300.0,0.0,22212300.0,28948711000.0,3002.0,17433500.0,14838700.0
ANDI,Andira Agro Tbk.,20.0,0.0,21.0,20.0,20.0,0.0,4351600.0,89197300.0,159.0,0.0,0.0
ANJT,Austindo Nusantara Jaya Tbk.,1580.0,1575.0,1600.0,1575.0,1600.0,20.0,79800.0,127500500.0,38.0,0.0,0.0
ANTM,ANTAM (Persero) Tbk.,3270.0,3260.0,3340.0,3200.0,3220.0,-50.0,142697700.0,468344904000.0,31139.0,60794000.0,45842300.0
APEX,Apexindo Pratama Duta Tbk.,200.0,200.0,200.0,192.0,192.0,-8.0,17643400.0,3444913200.0,1546.0,2453000.0,1790800.0
APIC,Pacific Strategic Financial Tbk.,442.0,446.0,446.0,404.0,404.0,-38.0,5716300.0,2350178800.0,1640.0,924300.0,4553200.0
APII,Arita Prima Indonesia Tbk.,191.0,0.0,242.0,190.0,195.0,4.0,8636900.0,1848374300.0,1801.0,74900.0,75300.0
APLI,Asiaplast Industries Tbk.,290.0,300.0,300.0,290.0,292.0,2.0,314300.0,91386000.0,113.0,0.0,0.0
APLN,Agung Podomoro Land Tbk.,128.0,129.0,131.0,127.0,128.0,0.0,14502600.0,1873859100.0,1014.0,580500.0,3779200.0
ARCI,Archi Indonesia Tbk.,1335.0,1335.0,1390.0,1305.0,1330.0,-5.0,56727400.0,76520168500.0,13566.0,18835200.0,15464200.0
AREA,Dunia Virtual Online Tbk.,314.0,316.0,330.0,312.0,314.0,0.0,1804200.0,581475400.0,499.0,23400.0,268500.0
ARGO,Argo Pantes Tbk,1145.0,1145.0,1175.0,1145.0,1150.0,5.0,184200.0,214417000.0,210.0,0.0,0.0
ARII,Atlas Resources Tbk.,298.0,294.0,304.0,292.0,304.0,6.0,36000.0,10656600.0,34.0,0.0,0.0
ARKA,Arkha Jayanti Persada Tbk.,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
ARKO,Arkora Hydro Tbk.,4380.0,4390.0,4420.0,3970.0,3970.0,-410.0,5200000.0,21566599000.0,3175.0,752900.0,563200.0
ARMY,Armidian Karyatama Tbk.,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
ARNA,Arwana Citramulia Tbk.,505.0,505.0,510.0,500.0,510.0,5.0,1909100.0,961231000.0,218.0,180600.0,109600.0
ARTA,Arthavest Tbk,2290.0,0.0,2300.0,2220.0,2230.0,-60.0,1700.0,3803000.0,4.0,1400.0,0.0
ARTI,Ratu Prabu Energi Tbk,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTO,Bank Jago Tbk.,950.0,950.0,950.0,910.0,910.0,-40.0,22271700.0,20654435500.0,5226.0,4543600.0,11714600.0
ASBI,Asuransi Bintang Tbk.,400.0,0.0,404.0,398.0,400.0,0.0,10400.0,4173200.0,28.0,0.0,0.0
ASDM,Asuransi Dayin Mitra Tbk.,520.0,0.0,520.0,520.0,520.0,0.0,5500.0,2860000.0,3.0,0.0,0.0
ASGR,Astra Graphia Tbk.,2100.0,2100.0,2130.0,2060.0,2090.0,-10.0,983500.0,2054995000.0,1084.0,104500.0,195100.0
ASHA,Cilacap Samudera Fishing Industry Tbk.,57.0,56.0,59.0,56.0,56.0,-1.0,44220500.0,2559502800.0,2026.0,248900.0,4049400.0
ASII,Astra International Tbk.,4890.0,4910.0,4910.0,4830.0,4850.0,-40.0,35084600.0,170955853000.0,11021.0,24645500.0,29310100.0
ASJT,Asuransi Jasa Tania Tbk.,161.0,0.0,165.0,160.0,162.0,1.0,932000.0,150660700.0,164.0,0.0,0.0
ASLC,Autopedia Sukses Lestari Tbk.,66.0,66.0,67.0,65.0,66.0,0.0,4716600.0,312846200.0,227.0,19900.0,653600.0
ASLI,Asri Karya Lestari Tbk.,362.0,364.0,384.0,316.0,360.0,-2.0,90862900.0,32168757600.0,5056.0,6531500.0,8200500.0
ASMI,Asuransi Maximus Graha Persada Tbk.,15.0,0.0,16.0,15.0,15.0,0.0,8450300.0,126931100.0,230.0,0.0,0.0
ASPI,Andalan Sakti Primaindo Tbk.,555.0,550.0,555.0,510.0,510.0,-45.0,2758400.0,1452431500.0,532.0,170200.0,34400.0
ASPR,Asia Pramulia Tbk.,153.0,153.0,153.0,145.0,149.0,-4.0,28452000.0,4248301000.0,2649.0,3854900.0,7824900.0
ASRI,Alam Sutera Realty Tbk.,125.0,125.0,127.0,125.0,126.0,1.0,7280100.0,916086100.0,396.0,164500.0,312000.0
ASRM,Asuransi Ramayana Tbk.,286.0,0.0,290.0,286.0,290.0,4.0,16800.0,4842200.0,10.0,0.0,0.0
ASSA,Adi Sarana Armada Tbk.,595.0,600.0,610.0,595.0,600.0,5.0,9036900.0,5441098500.0,801.0,1804400.0,4129500.0
ATAP,Trimitra Prawara Goldland Tbk.,570.0,570.0,575.0,555.0,565.0,-5.0,1063800.0,603564000.0,172.0,48100.0,48100.0
ATIC,Anabatic Technologies Tbk.,456.0,456.0,462.0,456.0,462.0,6.0,81800.0,37505800.0,52.0,0.0,26200.0
ATLA,Atlantis Subsea Indonesia Tbk.,50.0,50.0,50.0,50.0,50.0,0.0,93600.0,4680000.0,49.0,0.0,0.0
AUTO,Astra Otoparts Tbk.,3360.0,3360.0,3370.0,3310.0,3330.0,-30.0,3093200.0,10316894000.0,1670.0,324900.0,2083200.0
AVIA,Avia Avian Tbk.,346.0,344.0,350.0,336.0,340.0,-6.0,13397900.0,4571964600.0,1712.0,3252000.0,10464600.0
AWAN,Era Digital Media Tbk.,164.0,164.0,164.0,161.0,162.0,-2.0,101200.0,16468600.0,58.0,0.0,0.0
AXIO,Tera Data Indonusa Tbk.,116.0,116.0,117.0,114.0,115.0,-1.0,410900.0,47313600.0,126.0,0.0,20500.0
AYAM,Janu Putra Sejahtera Tbk.,500.0,500.0,555.0,490.0,515.0,15.0,37366600.0,18896613500.0,3761.0,9475600.0,7234300.0
AYLS,Arkayana Lestari Grup Tbk.,156.0,157.0,159.0,144.0,147.0,-9.0,7394200.0,1110518300.0,933.0,0.0,0.0
BABP,Bank MNC Internasional Tbk.,50.0,50.0,50.0,50.0,50.0,0.0,89400.0,4470000.0,21.0,0.0,0.0
BABY,Multitrend Indo Tbk.,206.0,206.0,206.0,200.0,202.0,-4.0,1172000.0,236676000.0,379.0,0.0,0.0
BACA,Bank Capital Indonesia Tbk.,117.0,117.0,118.0,116.0,116.0,-1.0,786500.0,91542700.0,85.0,25400.0,77600.0
BACH,Bach Multi Global Tbk.,430.0,430.0,430.0,414.0,414.0,-16.0,47579900.0,19987966000.0,4109.0,1663200.0,3276900.0
BAIK,Bersama Mencapai Puncak Tbk.,236.0,236.0,248.0,230.0,232.0,-4.0,6159400.0,1464917000.0,1287.0,1999500.0,1318100.0
BAJA,Saranacentral Bajatama Tbk.,278.0,276.0,286.0,274.0,276.0,-2.0,1445500.0,402019400.0,454.0,95500.0,31000.0
BALI,Bali Towerindo Sentra Tbk.,1305.0,0.0,1325.0,1295.0,1295.0,-10.0,1800.0,2354500.0,12.0,0.0,0.0
BANK,Bank Aladin Syariah Tbk.,264.0,264.0,264.0,258.0,260.0,-4.0,1373200.0,357661600.0,335.0,7200.0,791600.0
BAPA,Bekasi Asri Pemula Tbk.,127.0,127.0,129.0,125.0,126.0,-1.0,6112400.0,774859000.0,845.0,276300.0,891900.0
BAPI,Bhakti Agung Propertindo Tbk.,21.0,0.0,22.0,21.0,22.0,1.0,5161900.0,111856800.0,169.0,0.0,0.0
BATA,Sepatu Bata Tbk.,59.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
BATR,Benteng Api Technic Tbk.,92.0,92.0,93.0,90.0,90.0,-2.0,304200.0,27784100.0,102.0,1700.0,300.0
BAUT,Mitra Angkasa Sejahtera Tbk.,39.0,0.0,40.0,39.0,40.0,1.0,3083200.0,122906500.0,121.0,0.0,0.0
BAYU,Bayu Buana Tbk,1335.0,0.0,1345.0,1335.0,1335.0,0.0,89900.0,120137000.0,39.0,0.0,3000.0
BBCA,Bank Central Asia Tbk.,6400.0,6350.0,6425.0,6325.0,6325.0,-75.0,72157400.0,459157155000.0,18445.0,39893400.0,50393300.0
BBHI,Allo Bank Indonesia Tbk.,900.0,905.0,905.0,895.0,900.0,0.0,21225700.0,19102945500.0,979.0,742400.0,12100.0
BBKP,Bank KB Indonesia Tbk.,51.0,51.0,52.0,50.0,50.0,-1.0,98500900.0,5011360100.0,1278.0,7957300.0,1686500.0
BBLD,Buana Finance Tbk.,660.0,0.0,670.0,660.0,670.0,10.0,12600.0,8369500.0,16.0,0.0,0.0
BBMD,Bank Mestika Dharma Tbk.,1995.0,0.0,0.0,0.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
BBNI,Bank Negara Indonesia (Persero) Tbk.,3750.0,3750.0,3780.0,3730.0,3730.0,-20.0,20577300.0,77019066000.0,6397.0,6649000.0,13105900.0
BBRI,Bank Rakyat Indonesia (Persero) Tbk.,3320.0,3310.0,3360.0,3310.0,3330.0,10.0,118364900.0,394206697000.0,20495.0,60222700.0,62850600.0
BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,123.0,123.0,123.0,119.0,119.0,-4.0,3388600.0,407676800.0,529.0,12700.0,12900.0
BBSI,Krom Bank Indonesia Tbk.,4580.0,0.0,4580.0,4520.0,4520.0,-60.0,200.0,910000.0,2.0,0.0,0.0
BBSS,Bumi Benowo Sukses Sejahtera Tbk.,89.0,89.0,92.0,86.0,86.0,-3.0,70546800.0,6325409200.0,1372.0,1602500.0,667600.0
BBTN,Bank Tabungan Negara (Persero) Tbk.,1185.0,1185.0,1190.0,1170.0,1170.0,-15.0,16622400.0,19561813000.0,2999.0,1759700.0,6651000.0
BBYB,Bank Neo Commerce Tbk.,248.0,248.0,252.0,242.0,242.0,-6.0,14427800.0,3540848600.0,1586.0,1175700.0,1483900.0
BCAP,MNC Kapital Indonesia Tbk.,50.0,50.0,50.0,50.0,50.0,0.0,144500.0,7225000.0,16.0,100000.0,0.0
BCIC,Bank JTrust Indonesia Tbk.,128.0,131.0,139.0,128.0,138.0,10.0,1326700.0,177240200.0,460.0,43800.0,14200.0
BCIP,Bumi Citra Permai Tbk.,63.0,63.0,63.0,62.0,62.0,-1.0,3906400.0,242408100.0,252.0,10700.0,184400.0
BDKR,Berdikari Pondasi Perkasa Tbk.,164.0,164.0,164.0,158.0,160.0,-4.0,15913300.0,2557114900.0,1259.0,1169100.0,3737100.0
BDMN,Bank Danamon Indonesia Tbk.,4430.0,4420.0,4440.0,4380.0,4420.0,-10.0,542400.0,2392281000.0,323.0,71600.0,277200.0
BEBS,Berkah Beton Sadaya Tbk.,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
BEEF,Estika Tata Tiara Tbk.,442.0,442.0,446.0,418.0,418.0,-24.0,5251000.0,2267021600.0,952.0,555400.0,1438800.0
BEER,Jobubu Jarum Minahasa Tbk.,77.0,77.0,80.0,76.0,77.0,0.0,7788600.0,602176200.0,843.0,865900.0,1118500.0
BEKS,Bank Pembangunan Daerah Banten Tbk.,23.0,0.0,23.0,23.0,23.0,0.0,10235400.0,235414200.0,194.0,0.0,2500000.0
BELI,Global Digital Niaga Tbk.,288.0,290.0,290.0,284.0,286.0,-2.0,698500.0,199408800.0,154.0,42600.0,224300.0
BELL,Trisula Textile Industries Tbk.,108.0,108.0,110.0,106.0,107.0,-1.0,10422200.0,1124810100.0,1191.0,782700.0,1105600.0
BESS,Batulicin Nusantara Maritim Tbk.,915.0,930.0,930.0,890.0,920.0,5.0,82400.0,74270500.0,114.0,1100.0,1400.0
BEST,Bekasi Fajar Industrial Estate Tbk.,123.0,123.0,126.0,121.0,121.0,-2.0,14696600.0,1818139600.0,1174.0,2237400.0,2163700.0
BFIN,BFI Finance  Indonesia Tbk.,980.0,985.0,1005.0,900.0,980.0,0.0,18502600.0,18070258000.0,1920.0,7384100.0,5182200.0
BGTG,Bank Ganesha Tbk.,123.0,123.0,125.0,117.0,120.0,-3.0,10790500.0,1290230900.0,3430.0,1668100.0,413500.0
BHAT,Bhakti Multi Artha Tbk.,1770.0,0.0,0.0,0.0,1770.0,0.0,0.0,0.0,0.0,0.0,0.0
BHIT,MNC Asia Holding Tbk.,26.0,0.0,26.0,25.0,25.0,-1.0,13621900.0,341901400.0,287.0,0.0,0.0
BIKA,Binakarya Jaya Abadi Tbk.,55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
BIKE,Bhineka Inovasi Ketahanan Energi Tbk.,985.0,0.0,1000.0,940.0,940.0,-45.0,289800.0,283597000.0,107.0,0.0,10000.0
BIMA,Primarindo Asia Infrastructure Tbk.,82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
BINA,Bank Ina Perdana Tbk.,4060.0,0.0,4080.0,4020.0,4080.0,20.0,117100.0,475511000.0,46.0,0.0,32500.0
BINO,Perma Plasindo Tbk.,118.0,119.0,120.0,115.0,116.0,-2.0,173400.0,20167900.0,71.0,0.0,0.0
BIPI,Astrindo Nusantara Infrastruktur Tbk.,142.0,142.0,144.0,138.0,138.0,-4.0,239471000.0,33667795000.0,9554.0,13438000.0,43763100.0
BIPP,Bhuwanatala Indah Permai Tbk.,67.0,67.0,70.0,66.0,69.0,2.0,19942100.0,1351963600.0,1634.0,1346400.0,2781400.0
BIRD,Blue Bird Tbk.,1605.0,1600.0,1605.0,1595.0,1600.0,-5.0,821500.0,1314163500.0,572.0,51700.0,434800.0
BISI,BISI International Tbk.,725.0,725.0,725.0,715.0,720.0,-5.0,59900.0,43123500.0,71.0,0.0,13700.0
BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk.,795.0,795.0,795.0,785.0,790.0,-5.0,1462000.0,1157664500.0,441.0,3400.0,91700.0
BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,520.0,525.0,530.0,520.0,520.0,0.0,6221400.0,3259139000.0,650.0,349900.0,59500.0
BKDP,Bukit Darmo Property Tbk,198.0,197.0,202.0,178.0,178.0,-20.0,14726600.0,2777371700.0,1841.0,387300.0,1782100.0
BKSL,Sentul City Tbk.,69.0,69.0,71.0,68.0,68.0,-1.0,70701100.0,4889944900.0,2513.0,3800900.0,15654500.0
BKSW,Bank QNB Indonesia Tbk.,54.0,53.0,54.0,53.0,54.0,0.0,779900.0,41346300.0,589.0,1000.0,0.0
BLES,Superior Prima Sukses Tbk.,206.0,204.0,208.0,197.0,197.0,-9.0,13738700.0,2776962100.0,1083.0,827900.0,2041800.0
BLOG,Trimitra Trans Persada Tbk.,366.0,366.0,368.0,360.0,362.0,-4.0,307700.0,112383400.0,121.0,0.0,0.0
BLTA,Berlian Laju Tanker Tbk,32.0,0.0,32.0,32.0,32.0,0.0,3778100.0,120899200.0,186.0,0.0,1807500.0
BLTZ,Graha Layar Prima Tbk.,2000.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUE,Berkah Prima Perkasa Tbk.,3030.0,3040.0,3200.0,2940.0,2990.0,-40.0,327700.0,1001524000.0,245.0,12700.0,53100.0
BMAS,Bank Kasikorn Indonesia Tbk.,530.0,530.0,560.0,505.0,515.0,-15.0,611600.0,313477500.0,202.0,3900.0,0.0
BMBL,Lavender Bina Cendikia Tbk.,31.0,0.0,32.0,30.0,31.0,0.0,19069400.0,589821700.0,348.0,0.0,0.0
BMHS,Bundamedik Tbk.,202.0,200.0,202.0,198.0,199.0,-3.0,821600.0,163454000.0,119.0,39500.0,900.0
BMRI,Bank Mandiri (Persero) Tbk.,4340.0,4300.0,4320.0,4260.0,4260.0,-80.0,140870900.0,604756368000.0,29864.0,43531900.0,99028000.0
BMSR,Bintang Mitra Semestaraya Tbk,362.0,362.0,396.0,342.0,370.0,8.0,1139200.0,422284600.0,358.0,28800.0,30100.0
BMTR,Global Mediacom Tbk.,117.0,117.0,118.0,114.0,114.0,-3.0,44287100.0,5134602300.0,2349.0,20372100.0,19630600.0
BNBA,Bank Bumi Arta Tbk.,785.0,0.0,825.0,785.0,800.0,15.0,381800.0,310471500.0,134.0,212400.0,11600.0
BNBR,Bakrie & Brothers Tbk,92.0,92.0,94.0,90.0,90.0,-2.0,494346700.0,45116372600.0,12893.0,105953700.0,83927600.0
BNGA,Bank CIMB Niaga Tbk.,1745.0,1750.0,1750.0,1730.0,1735.0,-10.0,1827000.0,3178510000.0,445.0,97300.0,980900.0
BNII,Bank Maybank Indonesia Tbk.,192.0,193.0,195.0,191.0,191.0,-1.0,3108800.0,597577600.0,207.0,71000.0,1854600.0
BNLI,Bank Permata Tbk.,2110.0,2110.0,2140.0,2100.0,2100.0,-10.0,14200.0,30024000.0,28.0,0.0,0.0
BOAT,Newport Marine Services Tbk.,136.0,139.0,145.0,135.0,138.0,2.0,14259700.0,2001742800.0,1668.0,1484600.0,3073000.0
BOBA,Formosa Ingredient Factory Tbk.,210.0,226.0,226.0,202.0,204.0,-6.0,3233300.0,694926000.0,737.0,151600.0,155900.0
BOGA,Apollo Global Interactive Tbk.,1580.0,0.0,1615.0,1560.0,1560.0,-20.0,500.0,800500.0,4.0,0.0,0.0
BOLA,Bali Bintang Sejahtera Tbk.,184.0,0.0,186.0,171.0,175.0,-9.0,2422900.0,428154500.0,273.0,33800.0,4800.0
BOLT,Garuda Metalindo Tbk.,795.0,0.0,805.0,795.0,805.0,10.0,6500.0,5201500.0,5.0,0.0,0.0
BOSS,Borneo Olah Sarana Sukses Tbk.,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
BPFI,Woori Finance Indonesia Tbk.,252.0,0.0,252.0,246.0,252.0,0.0,7800.0,1959200.0,26.0,0.0,0.0
BPII,Batavia Prosperindo Internasional Tbk.,472.0,0.0,490.0,472.0,474.0,2.0,21600.0,10281400.0,26.0,0.0,0.0
BPTR,Batavia Prosperindo Trans Tbk.,76.0,76.0,76.0,74.0,75.0,-1.0,1435600.0,107842200.0,111.0,422300.0,2600.0
BRAM,Indo Kordsa Tbk.,4590.0,0.0,4590.0,4590.0,4590.0,0.0,100.0,459000.0,1.0,0.0,0.0
BREN,Barito Renewables Energy Tbk.,3150.0,3100.0,3160.0,3090.0,3090.0,-60.0,7016300.0,21882926000.0,2863.0,334500.0,1533100.0
BRIS,Bank Syariah Indonesia (Persero) Tbk.,1710.0,1700.0,1705.0,1660.0,1665.0,-45.0,28832500.0,48433484500.0,11477.0,772800.0,2756300.0
BRMS,Bumi Resources Minerals Tbk.,735.0,735.0,750.0,725.0,730.0,-5.0,416318400.0,307457530000.0,28610.0,241131400.0,121463500.0
BRNA,Berlina Tbk.,645.0,655.0,805.0,645.0,660.0,15.0,2187900.0,1550242000.0,1233.0,82700.0,67800.0
BRPT,Barito Pacific Tbk.,1620.0,1630.0,1650.0,1600.0,1600.0,-20.0,38199400.0,62017054000.0,9256.0,3836900.0,14225200.0
BRRC,Raja Roti Cemerlang Tbk.,72.0,73.0,75.0,71.0,72.0,0.0,12505200.0,906886300.0,942.0,559100.0,462400.0
BSBK,Wulandari Bangun Laksana Tbk.,50.0,50.0,50.0,50.0,50.0,0.0,756200.0,37810000.0,73.0,0.0,0.0
BSDE,Bumi Serpong Damai Tbk.,640.0,640.0,645.0,630.0,635.0,-5.0,7053900.0,4492200500.0,1060.0,846600.0,1661200.0
BSIM,Bank Sinarmas Tbk.,1090.0,1090.0,1120.0,1000.0,1030.0,-60.0,286500.0,304145000.0,304.0,9100.0,7100.0
BSML,Bintang Samudera Mandiri Lines Tbk.,550.0,545.0,555.0,545.0,550.0,0.0,8065200.0,4419112500.0,418.0,2213300.0,80300.0
BSSR,Baramulti Suksessarana Tbk.,4900.0,4910.0,4920.0,4880.0,4880.0,-20.0,606100.0,2969571000.0,967.0,40200.0,235500.0
BSWD,Bank Of India Indonesia Tbk.,1500.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0
BTEK,Bumi Teknokultura Unggul Tbk,12.0,0.0,13.0,11.0,11.0,-1.0,216597400.0,2607707600.0,1242.0,0.0,0.0
BTEL,Bakrie Telecom Tbk.,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
BTON,Betonjaya Manunggal Tbk.,366.0,366.0,386.0,366.0,384.0,18.0,236600.0,88447000.0,103.0,3200.0,4900.0
BTPN,Bank SMBC Indonesia Tbk.,2320.0,2320.0,2470.0,2320.0,2350.0,30.0,7900.0,19159000.0,36.0,0.0,800.0
BTPS,Bank BTPN Syariah Tbk.,1045.0,1035.0,1040.0,1030.0,1030.0,-15.0,1528700.0,1580703000.0,593.0,366900.0,222200.0
BUAH,Segar Kumala Indonesia Tbk.,496.0,496.0,496.0,488.0,492.0,-4.0,326000.0,160682600.0,89.0,0.0,47300.0
BUDI,Budi Starch & Sweetener Tbk.,226.0,0.0,230.0,224.0,226.0,0.0,217000.0,49254000.0,83.0,200.0,3700.0
BUKA,Bukalapak.com Tbk.,104.0,105.0,106.0,102.0,103.0,-1.0,99710400.0,10343465300.0,2526.0,51221200.0,52341400.0
BUKK,Bukaka Teknik Utama Tbk.,950.0,0.0,985.0,950.0,985.0,35.0,87300.0,84420000.0,65.0,6400.0,6300.0
BULL,Buana Lintas Lautan Tbk.,416.0,416.0,426.0,404.0,406.0,-10.0,301022300.0,125202050400.0,17873.0,33039000.0,32465800.0
BUMI,Bumi Resources Tbk.,208.0,208.0,210.0,200.0,202.0,-6.0,2455123200.0,502497393600.0,35862.0,383557800.0,876339300.0
